"Year","Recruitment","model"
1992,23506.7494270261,"Random candidate-1 substitute"
1993,45854.7727868036,"Random candidate-1 substitute"
1994,15827.9014347107,"Random candidate-1 substitute"
1995,11127.0961941922,"Random candidate-1 substitute"
1996,22565.8730125663,"Random candidate-1 substitute"
1997,30201.6734271705,"Random candidate-1 substitute"
1998,14875.79595267,"Random candidate-1 substitute"
1999,16134.0526009934,"Random candidate-1 substitute"
2000,24670.405583362,"Random candidate-1 substitute"
2001,34444.7736909103,"Random candidate-1 substitute"
2002,23033.3915030735,"Random candidate-1 substitute"
2003,14426.4727300849,"Random candidate-1 substitute"
2004,6601.28142790193,"Random candidate-1 substitute"
2005,4693.66564424189,"Random candidate-1 substitute"
2006,11617.7458589184,"Random candidate-1 substitute"
2007,25032.5235029787,"Random candidate-1 substitute"
2008,13599.5955931832,"Random candidate-1 substitute"
2009,49646.6779320672,"Random candidate-1 substitute"
2010,23216.9424075128,"Random candidate-1 substitute"
2011,14263.1430019521,"Random candidate-1 substitute"
2012,12331.2253801145,"Random candidate-1 substitute"
2013,43465.2487759469,"Random candidate-1 substitute"
2014,49663.9284378054,"Random candidate-1 substitute"
2015,21289.3727314304,"Random candidate-1 substitute"
2016,8153.84068205842,"Random candidate-1 substitute"
2017,8249.20343383868,"Random candidate-1 substitute"
2018,17093.4536692062,"Random candidate-1 substitute"
2019,83121.6262849196,"Random candidate-1 substitute"
2020,20808.7739850938,"Random candidate-1 substitute"
2021,11139.7473137874,"Random candidate-1 substitute"
2022,10998.8657832251,"Random candidate-1 substitute"
2023,15031.0946537938,"Random candidate-1 substitute"
2024,16870.6613135232,"Random candidate-1 substitute"
1964,7677.07279509896,"Random candidate-2 substitute"
1965,25923.3326923502,"Random candidate-2 substitute"
1966,17782.6697043459,"Random candidate-2 substitute"
1967,28811.2983035428,"Random candidate-2 substitute"
1968,23438.6636332657,"Random candidate-2 substitute"
1969,26440.5007576945,"Random candidate-2 substitute"
1970,23042.6268568754,"Random candidate-2 substitute"
1971,13967.8317209459,"Random candidate-2 substitute"
1972,11238.31687193,"Random candidate-2 substitute"
1973,24910.8704380379,"Random candidate-2 substitute"
1974,18121.3576162669,"Random candidate-2 substitute"
1975,15611.0176058779,"Random candidate-2 substitute"
1976,12539.0105469772,"Random candidate-2 substitute"
1977,13594.8136795332,"Random candidate-2 substitute"
1978,25843.6380707613,"Random candidate-2 substitute"
1979,61444.4200877965,"Random candidate-2 substitute"
1980,29420.1849282296,"Random candidate-2 substitute"
1981,33549.1714721193,"Random candidate-2 substitute"
1982,18866.7031848747,"Random candidate-2 substitute"
1983,51738.9252003809,"Random candidate-2 substitute"
1984,14319.9607384238,"Random candidate-2 substitute"
1985,32670.4599636079,"Random candidate-2 substitute"
1986,12739.5462828116,"Random candidate-2 substitute"
1987,7328.28185664095,"Random candidate-2 substitute"
1988,5685.65162952183,"Random candidate-2 substitute"
1989,11803.840591647,"Random candidate-2 substitute"
1990,50168.866811322,"Random candidate-2 substitute"
1991,27164.3702231177,"Random candidate-2 substitute"
1992,23466.1780466759,"Random candidate-2 substitute"
1993,45839.3954108185,"Random candidate-2 substitute"
1994,15828.4873288333,"Random candidate-2 substitute"
1995,11113.8742666617,"Random candidate-2 substitute"
1996,22567.7287822518,"Random candidate-2 substitute"
1997,30201.071338541,"Random candidate-2 substitute"
1998,14874.0707609398,"Random candidate-2 substitute"
1999,16131.4757457076,"Random candidate-2 substitute"
2000,24670.4380417687,"Random candidate-2 substitute"
2001,34447.8018944675,"Random candidate-2 substitute"
2002,23028.3273711022,"Random candidate-2 substitute"
2003,14424.5473025995,"Random candidate-2 substitute"
2004,6602.52469896835,"Random candidate-2 substitute"
2005,4693.99127412858,"Random candidate-2 substitute"
2006,11625.5118974706,"Random candidate-2 substitute"
2007,25039.3845828269,"Random candidate-2 substitute"
2008,13608.5586148445,"Random candidate-2 substitute"
2009,49635.7593253813,"Random candidate-2 substitute"
2010,23215.7590508935,"Random candidate-2 substitute"
2011,14257.7929583697,"Random candidate-2 substitute"
2012,12321.9940504474,"Random candidate-2 substitute"
2013,43467.6462904303,"Random candidate-2 substitute"
2014,49658.0004548978,"Random candidate-2 substitute"
2015,21295.0803388698,"Random candidate-2 substitute"
2016,8156.85953780727,"Random candidate-2 substitute"
2017,8240.78231130847,"Random candidate-2 substitute"
2018,17062.4006406182,"Random candidate-2 substitute"
2019,82984.1773175244,"Random candidate-2 substitute"
2020,20754.8426815153,"Random candidate-2 substitute"
2021,11115.6055040317,"Random candidate-2 substitute"
2022,11017.1417954381,"Random candidate-2 substitute"
2023,15240.0399465657,"Random candidate-2 substitute"
2024,18773.8850600967,"Random candidate-2 substitute"
1964,7680.6008049429,"Both random substitutes"
1965,25925.4192152048,"Both random substitutes"
1966,17784.3668295469,"Both random substitutes"
1967,28811.5303214818,"Both random substitutes"
1968,23438.6014835836,"Both random substitutes"
1969,26439.6608160819,"Both random substitutes"
1970,23042.1617256751,"Both random substitutes"
1971,13969.279313997,"Both random substitutes"
1972,11239.8769926386,"Both random substitutes"
1973,24908.9660570453,"Both random substitutes"
1974,18120.5438368823,"Both random substitutes"
1975,15610.7061047196,"Both random substitutes"
1976,12539.127744607,"Both random substitutes"
1977,13594.8437186416,"Both random substitutes"
1978,25842.9687725038,"Both random substitutes"
1979,61444.3036779671,"Both random substitutes"
1980,29404.3454150864,"Both random substitutes"
1981,33553.5228871961,"Both random substitutes"
1982,18868.3927578262,"Both random substitutes"
1983,51755.3536699502,"Both random substitutes"
1984,14324.8020797565,"Both random substitutes"
1985,32660.5063466705,"Both random substitutes"
1986,12728.1359856776,"Both random substitutes"
1987,7328.77189154531,"Both random substitutes"
1988,5683.73210664024,"Both random substitutes"
1989,11806.3226285801,"Both random substitutes"
1990,50167.4598588807,"Both random substitutes"
1991,27163.581192068,"Both random substitutes"
1992,23471.9539406373,"Both random substitutes"
1993,45841.7789380811,"Both random substitutes"
1994,15826.0336609683,"Both random substitutes"
1995,11118.7993925315,"Both random substitutes"
1996,22568.7295373473,"Both random substitutes"
1997,30197.8715271661,"Both random substitutes"
1998,14872.1493798425,"Both random substitutes"
1999,16133.8632820425,"Both random substitutes"
2000,24675.0775997549,"Both random substitutes"
2001,34449.7304682551,"Both random substitutes"
2002,23027.5406340056,"Both random substitutes"
2003,14425.1097718601,"Both random substitutes"
2004,6601.74839729823,"Both random substitutes"
2005,4692.56914381977,"Both random substitutes"
2006,11626.3935644352,"Both random substitutes"
2007,25037.4789648812,"Both random substitutes"
2008,13605.7307122256,"Both random substitutes"
2009,49639.3942966097,"Both random substitutes"
2010,23215.181717277,"Both random substitutes"
2011,14260.3648097512,"Both random substitutes"
2012,12323.0823363845,"Both random substitutes"
2013,43468.4786479014,"Both random substitutes"
2014,49655.1225620659,"Both random substitutes"
2015,21293.4558178067,"Both random substitutes"
2016,8155.33039699621,"Both random substitutes"
2017,8241.67773463559,"Both random substitutes"
2018,17064.5646201114,"Both random substitutes"
2019,83003.1224143136,"Both random substitutes"
2020,20778.0821368335,"Both random substitutes"
2021,11142.0354638778,"Both random substitutes"
2022,11012.2147989122,"Both random substitutes"
2023,15245.480241502,"Both random substitutes"
2024,18720.3385825596,"Both random substitutes"
